gene_name	strand	start	end	chr
RP11-805F19.4	-	15003973	15006351	chr18
RP11-805F19.2	+	15075443	15122766	chr18
RN7SL662P	+	15090176	15090457	chr18
RP11-805F19.1	-	15159722	15164466	chr18
RP11-454P7.3	-	15196997	15197774	chr18
BNIP3P3	-	15247427	15247996	chr18
RP11-454P7.1	+	15254416	15271743	chr18
AP005901.1	-	15307661	15330281	chr18
RNU6-721P	-	15320838	15320943	chr18
ROCK1	-	18526866	18691812	chr18
AC036178.1	-	18642343	18642434	chr18
RP11-254G11.1	-	18699142	18699622	chr18
RNU6-120P	-	18700364	18700467	chr18
EXOGP1	-	18762463	18763460	chr18
RP11-699A5.2	-	18820635	18821332	chr18
GREB1L	+	18822202	19105378	chr18
RP11-296E23.2	+	18896838	18897756	chr18
RP11-296E23.1	-	18960246	19030978	chr18
SNORD23	-	19030613	19030717	chr18
ESCO1	-	19109241	19180845	chr18
SNRPD1	+	19192227	19210417	chr18
RP11-13N13.2	+	19210098	19213485	chr18
ABHD3	-	19230857	19284766	chr18
RP11-13N13.5	-	19241747	19242356	chr18
RP11-13N13.6	+	19253588	19262522	chr18
MIR320C1	+	19263470	19263558	chr18
MIB1	+	19284917	19450918	chr18
SNORA81	-	19291910	19292080	chr18
Y_RNA	+	19304079	19304190	chr18
AC091038.1	+	19356838	19356938	chr18
RN7SL233P	+	19373843	19374118	chr18
SNORA73	+	19397584	19397789	chr18
MIR1-2	-	19405447	19411371	chr18
RP11-268I9.1	-	19434600	19434948	chr18
RP11-268I9.3	-	19451406	19473957	chr18
RNU6-1038P	+	19459761	19459865	chr18
RP11-268I9.4	-	19494329	19494621	chr18
RNA5SP451	-	19508945	19509055	chr18
RP11-595B24.1	+	19561081	19631120	chr18
AC091043.1	+	19579529	19579612	chr18
RP11-595B24.2	+	19668020	19678741	chr18
RNU6ATAC20P	-	19710563	19710690	chr18
GATA6-AS1	-	19746858	19748929	chr18
GATA6	+	19749403	19782491	chr18
RP11-627G18.2	-	19755425	19756623	chr18
RNU6-702P	-	19760072	19760179	chr18
RP11-627G18.1	-	19780581	19785192	chr18
RP11-627G18.4	+	19793740	19807992	chr18
snoU13	+	19840538	19840640	chr18
RP11-535A5.1	-	19927808	19928215	chr18
CTAGE1	-	19993563	19997878	chr18
RP11-863N1.4	-	19998791	19999257	chr18
RPS4XP18	+	20166427	20167190	chr18
RNU6-1032P	+	20227544	20227651	chr18
RP11-739L10.1	-	20279443	20513727	chr18
RP11-370A5.1	-	20303453	20487684	chr18
RBBP8	+	20378223	20606451	chr18
RP11-370A5.2	-	20462787	20463320	chr18
UBE2CP2	-	20480448	20480958	chr18
snoU13	-	20481486	20481589	chr18
MIR4741	+	20513311	20513401	chr18
RN7SL745P	+	20584526	20584820	chr18
Y_RNA	+	20604558	20604666	chr18
CABLES1	+	20714527	20840431	chr18
AC105247.1	-	20716398	20716476	chr18
TMEM241	-	20777107	21017925	chr18
RP11-17J14.2	-	20837127	20840318	chr18
RIOK3	+	21032786	21066567	chr18
Y_RNA	+	21036334	21036431	chr18
C18orf8	+	21083472	21111746	chr18
NPC1	-	21086147	21166862	chr18
Y_RNA	-	21161979	21162085	chr18
ANKRD29	-	21178889	21242849	chr18
RPS10P27	-	21252216	21252712	chr18
LAMA3	+	21269406	21535030	chr18
RPL23AP77	-	21289788	21290251	chr18
AC010754.1	-	21474078	21474170	chr18
RP11-403A21.1	-	21537717	21562520	chr18
TTC39C	+	21572736	21715574	chr18
RP11-403A21.2	-	21574176	21595303	chr18
RP11-403A21.3	-	21656757	21679284	chr18
RP11-799B12.2	-	21693600	21700967	chr18
RNU5A-6P	-	21704133	21704249	chr18
CABYR	+	21718941	21741567	chr18
RP11-799B12.4	-	21739472	21742175	chr18
OSBPL1A	-	21742007	21977844	chr18
RNA5SP452	-	21750468	21750587	chr18
RNU6-435P	+	21798263	21798368	chr18
RN7SL247P	-	21852888	21853170	chr18
MIR320C2	+	21901649	21901699	chr18
RP11-621L6.2	+	21944750	21947948	chr18
RP11-621L6.3	+	21982116	21982678	chr18
IMPACT	+	22006579	22033499	chr18
Y_RNA	+	22009468	22009573	chr18
RP11-178F10.1	+	22015327	22019602	chr18
HRH4	+	22040592	22059921	chr18
RP11-178F10.2	+	22069338	22071044	chr18
RP11-178F10.3	-	22096846	22097970	chr18
RP11-178F10.4	-	22102236	22102883	chr18
RP11-449D8.1	+	22208145	22242162	chr18
RP11-449D8.2	+	22253126	22254312	chr18
RAC1P1	-	22265735	22266315	chr18
RP11-449D8.3	-	22269877	22270125	chr18
RP11-449D8.5	+	22305744	22509040	chr18
RP11-958F21.1	-	22513450	22567646	chr18
WBP2P1	-	22596397	22597168	chr18
RP11-958F21.3	+	22635563	22636724	chr18
ZNF521	-	22641889	22932154	chr18
CTD-2006O16.2	+	22882089	22882920	chr18
RN7SL97P	-	23398199	23398496	chr18
RP11-737G21.1	-	23533179	23533432	chr18
SS18	-	23596577	23671181	chr18
RPS24P18	+	23678802	23679190	chr18
PSMA8	+	23713815	23773319	chr18
DHFRP1	-	23749723	23751313	chr18
NPM1P2	+	23784832	23785868	chr18
TAF4B	+	23805899	23971649	chr18
FAM60BP	-	23835661	23836319	chr18
RP11-25D3.1	+	23845972	23847373	chr18
U3	-	23879078	23879219	chr18
RP11-107K17.2	+	23928310	23928968	chr18
RNU6-1289P	-	23946264	23946370	chr18
RP11-107K17.1	+	24002958	24006065	chr18
KCTD1	-	24034873	24237365	chr18
AC090206.1	-	24166677	24166762	chr18
CIAPIN1P	+	24179371	24180302	chr18
AQP4-AS1	+	24235705	24770662	chr18
U3	-	24267584	24283602	chr18
RP11-17A19.2	+	24268074	24269632	chr18
RP11-552O4.1	-	24402776	24403943	chr18
RP11-552O4.2	-	24411483	24412396	chr18
AQP4	-	24432001	24445782	chr18
CHST9	-	24495594	24765281	chr18
RP11-526I8.2	-	24532164	24532522	chr18
RP11-57J16.1	+	24805705	24827152	chr18
RP11-739N10.1	-	24916342	25175128	chr18
RP11-26N15.2	+	24923215	24926074	chr18
UBA52P9	-	24935369	24935728	chr18
RP11-612A1.1	+	24977915	24981868	chr18
RBM22P1	-	24998847	25000399	chr18
PA2G4P3	-	25032477	25033621	chr18
CDH2	-	25530929	25757410	chr18
AC015933.2	+	25534482	25543651	chr18
ARIH2P1	+	26231695	26233172	chr18
RP11-510D21.1	+	26365031	26369224	chr18
RP11-510D21.2	-	26404615	26404790	chr18
RNU6-408P	+	26628583	26628683	chr18
AC090349.1	-	26675538	26675643	chr18
AC105245.1	-	26776405	26776492	chr18
CTD-2515C13.1	-	26836781	26837025	chr18
CTD-2515C13.2	-	26858473	26941928	chr18
AC091321.1	+	27063292	27063388	chr18
RP11-784B15.1	+	27098223	27128206	chr18
RP11-675P14.1	+	28293240	28294252	chr18
RP11-25I11.1	-	28534785	28560883	chr18
RNU6-857P	+	28564071	28564181	chr18
DSC3	-	28569973	28622781	chr18
RP11-408H20.1	-	28638805	28639359	chr18
DSC2	-	28645939	28682378	chr18
snoU13	+	28652469	28652573	chr18
RP11-408H20.2	+	28681550	28742752	chr18
DSC1	-	28709198	28742819	chr18
RP11-408H20.3	+	28711418	28712457	chr18
DSG1	+	28898051	28936992	chr18
RP11-534N16.1	-	28923330	29006951	chr18
RNU6-167P	-	28925324	28925430	chr18
DSG4	+	28956739	28994875	chr18
Y_RNA	+	28962279	28962393	chr18
DSG3	+	29027757	29058665	chr18
RP11-650P15.1	-	29076607	29077158	chr18
DSG2	+	29078005	29128971	chr18
RP11-75N4.2	-	29122108	29136874	chr18
TTR	+	29171688	29178974	chr18
B4GALT6	-	29202209	29265799	chr18
RNU6-1002P	-	29249251	29249341	chr18
RP11-549B18.1	+	29265617	29266786	chr18
RN7SKP44	+	29298855	29299171	chr18
LRRC37A7P	+	29304160	29306919	chr18
RP11-549B18.3	-	29306005	29306360	chr18
SLC25A52	-	29339524	29340843	chr18
TRAPPC8	-	29409135	29533099	chr18
RP11-210K20.2	+	29424350	29425141	chr18
RP11-210K20.3	+	29462582	29462865	chr18
RP11-210K20.4	+	29464820	29465106	chr18
RNU6-1050P	+	29517495	29517602	chr18
RP11-326K13.4	+	29522537	29524119	chr18
PGDP1	+	29542140	29543581	chr18
RP11-326K13.2	+	29546922	29547508	chr18
RNF125	+	29598334	29653176	chr18
RP11-53I6.2	+	29598791	29691742	chr18
AC009831.1	-	29640867	29640952	chr18
RP11-53I6.1	-	29655847	29656235	chr18
RP11-53I6.3	-	29671257	29672082	chr18
RNF138	+	29671817	29711524	chr18
snoU13	+	29674466	29674569	chr18
RP11-53I6.4	-	29702362	29704441	chr18
GAREM	-	29704839	30050447	chr18
RNA5SP453	-	29756012	29756131	chr18
MEP1B	+	29765031	29800367	chr18
RP11-53I6.5	-	29775988	29776929	chr18
RP11-344B2.3	-	29825908	29828995	chr18
Y_RNA	-	29843097	29843201	chr18
RP11-344B2.2	+	29867399	29870303	chr18
HNRNPA1P7	-	29991470	29993167	chr18
AC021224.1	+	29992144	29993199	chr18
WBP11P1	+	30091625	30094597	chr18
AC009835.1	+	30106104	30106185	chr18
RP11-386P4.1	+	30161490	30162791	chr18
KLHL14	-	30252633	30353025	chr18
AC012123.1	+	30349757	30354376	chr18
RP11-57G22.1	+	30359001	30359249	chr18
RP11-746B8.1	+	30413416	30518280	chr18
CCDC178	-	30517365	31021065	chr18
RP11-680N20.1	+	30534038	30537962	chr18
RP11-258B16.1	-	31132086	31158151	chr18
ASXL3	+	31158578	31331156	chr18
NOL4	-	31431063	31804916	chr18
Y_RNA	-	31581661	31581763	chr18
RP11-379L18.1	+	31802928	31804725	chr18
DTNA	+	32073253	32471808	chr18
RP11-115P21.1	-	32153950	32154487	chr18
RP11-138H11.1	-	32317758	32347627	chr18
AC068506.1	-	32399909	32399995	chr18
MAPRE2	+	32556891	32723434	chr18
ZNF397	+	32820993	32847097	chr18
ZSCAN30	-	32831031	32870196	chr18
RP11-158H5.7	-	32860830	32870165	chr18
ZNF271	+	32870245	32890730	chr18
ZNF24	-	32912175	32925446	chr18
ZNF396	-	32946660	32957301	chr18
RP11-322E11.1	-	32963317	32963989	chr18
RP11-322E11.5	-	33023832	33047052	chr18
RP11-322E11.6	-	33023834	33077904	chr18
INO80C	-	33032193	33077955	chr18
GALNT1	+	33161080	33291798	chr18
RP11-712P20.2	+	33175864	33177563	chr18
RP11-873E20.1	+	33296333	33297942	chr18
NRBF2P1	+	33421722	33422581	chr18
MIR187	-	33484780	33484889	chr18
MIR3929	-	33514050	33514105	chr18
RP11-905K4.1	-	33531765	33546081	chr18
C18orf21	+	33552045	33559241	chr18
RPRD1A	-	33564349	33647539	chr18
SLC39A6	-	33688494	33709348	chr18
ELP2	+	33709406	33757909	chr18
RP11-49I11.1	-	33759958	33767411	chr18
MOCOS	+	33767481	33852120	chr18
RP11-49I11.2	+	33853536	33854562	chr18
RP11-49I11.3	-	33858697	33859082	chr18
FHOD3	+	33877676	34360018	chr18
SNORD112	-	34222575	34222647	chr18
TPGS2	-	34359986	34409158	chr18
KIAA1328	+	34409068	34812135	chr18
RP11-58G13.1	-	34481908	34503777	chr18
RP11-95O2.1	-	34814081	34816205	chr18
CELF4	-	34823009	35146000	chr18
RP11-95O2.5	+	34823738	34827179	chr18
RP11-797E24.3	+	34853668	34856535	chr18
MIR4318	+	35237097	35237178	chr18
RP11-19F9.1	+	35252651	35253139	chr18
RP11-687D19.1	-	36235172	36267962	chr18
RN7SKP182	-	36596010	36596308	chr18
RNU6-706P	+	36613970	36614074	chr18
LINC00669	-	36786887	37380282	chr18
RPL7AP66	-	36914835	36915639	chr18
MIR5583-1	+	37256684	37256743	chr18
RNU6-1242P	-	37258483	37258586	chr18
RP11-636O21.1	-	37421137	37504804	chr18
RP11-653G8.2	+	37646249	37679197	chr18
RPL17P45	-	37723889	37724468	chr18
RNU7-145P	+	38052784	38052846	chr18
RP11-142I20.1	-	39047394	39212149	chr18
RP11-188I24.1	-	39369126	39369360	chr18
AC011225.1	+	39399017	39399386	chr18
PIK3C3	+	39535170	39667794	chr18
RP11-115N12.1	+	39669275	39669716	chr18
LINC00907	+	39739246	40271387	chr18
RNA5SP454	+	39850553	39850680	chr18
RIT2	-	40323191	40695657	chr18
SYT4	-	40847842	40857615	chr18
RNU6-443P	-	41412123	41412230	chr18
AC083760.1	+	41619435	41620105	chr18
RNA5SP455	+	41651547	41651666	chr18
KRT8P5	-	41900764	41902222	chr18
CTC-782O7.1	-	41903400	42111662	chr18
RP11-456K23.1	-	42256891	42259682	chr18
SETBP1	+	42260137	42648475	chr18
MIR4319	-	42550046	42550131	chr18
RP11-846C15.2	-	42710529	42761312	chr18
SLC14A2	+	42792959	43263072	chr18
RP11-309E23.2	-	43003728	43063183	chr18
RP11-749H17.1	+	43063309	43109820	chr18
RP11-749H17.2	+	43087166	43130148	chr18
RP11-116O18.1	+	43226117	43227895	chr18
RP11-116O18.3	-	43249331	43327180	chr18
SLC14A1	+	43304091	43332485	chr18
RP11-618K16.4	+	43368494	43368632	chr18
SIGLEC15	+	43405476	43424045	chr18
EPG5	-	43427573	43547240	chr18
PSTPIP2	-	43563501	43652238	chr18
RN7SKP26	-	43569618	43569911	chr18
RP11-8H2.1	+	43608271	43609795	chr18
Y_RNA	-	43656969	43657065	chr18
ATP5A1	-	43664109	43684300	chr18
HAUS1	+	43684297	43708299	chr18
RNU6-1278P	-	43701580	43701687	chr18
C18orf25	+	43753518	43846949	chr18
RNF165	+	43906771	44043103	chr18
LOXHD1	-	44056934	44236996	chr18
ST8SIA5	-	44259080	44339220	chr18
RP11-742D12.1	+	44302937	44303186	chr18
RP11-742D12.2	+	44336449	44340307	chr18
RP11-687F6.1	-	44383186	44383857	chr18
PIAS2	-	44388352	44500123	chr18
RP11-687F6.4	-	44432594	44433845	chr18
KATNAL2	+	44497454	44627658	chr18
TCEB3CL2	-	44542730	44544607	chr18
TCEB3CL	-	44548657	44550534	chr18
TCEB3C	-	44554572	44556449	chr18
TCEB3B	-	44558942	44561988	chr18
RP11-49K24.4	-	44603731	44617651	chr18
RP11-49K24.8	+	44632316	44634433	chr18
HDHD2	-	44633773	44676891	chr18
IER3IP1	-	44661026	44702652	chr18
RP11-49K24.5	+	44663388	44663661	chr18
IER3IP1	-	44681412	44702745	chr18
SKOR2	-	44746292	44775554	chr18
RNU6-1131P	-	44760812	44760919	chr18
CTD-2130O13.1	+	44812095	45120914	chr18
MIR4527	+	44906866	44906936	chr18
RP11-157P23.2	+	45027542	45084754	chr18
TPMTP1	+	45156482	45157219	chr18
RP11-767C4.1	+	45229545	45230116	chr18
SMAD2	-	45357921	45457515	chr18
RP11-380M21.2	-	45379603	45379828	chr18
RP11-380M21.4	-	45404665	45408815	chr18
ZBTB7C	-	45553043	45937123	chr18
RNU6-708P	-	45696154	45696261	chr18
AC091150.1	+	45778671	45779208	chr18
RNU7-191P	+	45918961	45919021	chr18
RNA5SP456	-	46001857	46001971	chr18
RP11-23B5.1	+	46004931	46005599	chr18
CTIF	+	46065416	46389588	chr18
MIR4743	+	46196970	46197039	chr18
RP11-426J5.2	-	46199945	46214790	chr18
RP11-484L8.1	-	46352421	46361141	chr18
SMAD7	-	46446222	46477081	chr18
RP11-1058N17.1	-	46489320	46490311	chr18
RP11-15F12.1	+	46550072	46574844	chr18
DYM	-	46570038	46987717	chr18
MIR4744	-	46576056	46576138	chr18
RP11-15F12.3	+	46642670	46652849	chr18
RP11-30L3.2	+	46732281	46735151	chr18
RP11-110H1.9	-	46958113	46973790	chr18
RP11-110H1.1	+	46996172	46996593	chr18
C18orf32	-	47008027	47013622	chr18
RPL17-C18orf32	-	47008050	47017956	chr18
RP11-110H1.4	-	47010905	47012519	chr18
MIR1539	+	47013708	47018248	chr18
RPL17	-	47014850	47018906	chr18
SNORD58C	-	47015614	47015678	chr18
SNORD58A	-	47017652	47017717	chr18
SNORD58B	-	47018033	47018099	chr18
SRP72P1	-	47021516	47023266	chr18
RP11-110H1.8	+	47025759	47028230	chr18
LIPG	+	47087068	47119272	chr18
SMUG1P1	+	47176719	47177530	chr18
RP11-813F20.2	-	47266192	47268433	chr18
ACAA2	-	47309868	47340330	chr18
RP11-886H22.1	-	47322162	47363993	chr18
SCARNA17	+	47340392	47377429	chr18
SCARNA17	+	47340502	47340646	chr18
SCARNA18	+	47340730	47340813	chr18
MYO5B	-	47349182	47721463	chr18
Y_RNA	-	47397924	47398036	chr18
RNA5SP457	-	47472635	47472759	chr18
RP11-813F20.4	-	47496090	47497327	chr18
ADAD1P2	+	47590164	47590810	chr18
RP11-689E3.2	+	47625111	47625532	chr18
RN7SL310P	-	47733369	47733648	chr18
CCDC11	-	47753562	47792892	chr18
MBD1	-	47793251	47808144	chr18
CXXC1	-	47808712	47814674	chr18
RP11-1030E3.1	+	47828559	47839965	chr18
RNA5SP458	+	47845371	47845490	chr18
SKA1	+	47901364	47920543	chr18
AC105227.1	-	47927310	47927418	chr18
RPLP0P11	+	47984256	47985165	chr18
MAPK4	+	48086447	48258194	chr18
RP11-10I6.2	+	48195879	48196585	chr18
MRO	-	48324573	48351772	chr18
HNRNPA3P16	+	48340761	48342100	chr18
RPL17P46	+	48349946	48350490	chr18
ME2	+	48405418	48474691	chr18
Y_RNA	-	48485636	48485749	chr18
ELAC1	+	48494360	48514491	chr18
RP11-729L2.2	+	48494388	48584514	chr18
SMAD4	+	48494409	48611415	chr18
RN7SL695P	-	48633123	48633416	chr18
SRSF10P1	-	48684651	48685753	chr18
MEX3C	-	48700919	48744674	chr18
RNU1-46P	-	48810102	48810266	chr18
RP11-267C16.1	+	48872618	49088939	chr18
SS18L2P2	-	48947432	48948044	chr18
RP11-267C16.2	+	48959806	48961153	chr18
snoU13	+	49072716	49072818	chr18
RSL24D1P9	-	49139008	49139480	chr18
RP11-440L16.1	-	49213894	49214579	chr18
RPS8P3	-	49371376	49371998	chr18
RP11-25O3.1	-	49862730	49865395	chr18
DCC	+	49866541	51057784	chr18
AC090660.1	+	50463663	50463773	chr18
hsa-mir-4528	+	50763470	50763560	chr18
RP11-671P2.1	-	51007204	51094653	chr18
RP11-202D1.3	+	51094816	51124221	chr18
RP11-202D1.2	-	51105992	51107429	chr18
RPL29P32	-	51131623	51132095	chr18
AC090666.1	-	51612955	51613026	chr18
RP11-116K4.1	+	51668502	51668947	chr18
MBD2	-	51679078	51751158	chr18
SNORA37	-	51748653	51748782	chr18
POLI	+	51795773	51847636	chr18
STARD6	-	51850727	51884334	chr18
C18orf54	+	51884286	51911588	chr18
SNRPGP2	-	51933258	51933484	chr18
RP11-61D1.2	+	52051803	52051933	chr18
RP11-289E15.1	+	52234227	52234534	chr18
DYNAP	+	52254987	52266724	chr18
RAB27B	+	52385090	52562747	chr18
RPSAP57	+	52411980	52412812	chr18
RP11-99A1.2	+	52546687	52548040	chr18
RP11-839G9.1	-	52553096	52565314	chr18
CCDC68	-	52568739	52626739	chr18
MAP1LC3P	+	52621633	52621963	chr18
AC098848.1	-	52668526	52668629	chr18
CTD-2171N6.1	-	52773134	52791537	chr18
RNA5SP459	-	52813776	52813876	chr18
TCF4	-	52889561	53332018	chr18
RP11-619L19.1	+	53119763	53150171	chr18
MIR4529	+	53146451	53146529	chr18
RP11-619L19.2	+	53159405	53163623	chr18
RPL21P126	+	53303063	53303541	chr18
RP11-397A16.1	+	53388293	53455992	chr18
RP11-397A16.2	-	53443957	53448952	chr18
RP11-397A16.3	+	53484397	53486990	chr18
RP11-214L13.1	-	53548918	53587430	chr18
CTD-2008L17.1	+	53560268	53690753	chr18
CTD-2008L17.2	-	53670843	53858493	chr18
RP11-456O19.2	+	53709365	53763550	chr18
RP11-456O19.5	-	53728339	53730309	chr18
SNORA73	-	53746624	53746825	chr18
RP11-456O19.4	-	53750586	53804767	chr18
RP11-456O19.3	+	53805842	53810452	chr18
TXNL1	-	54264438	54318831	chr18
WDR7	+	54318573	54698828	chr18
Y_RNA	-	54420456	54420557	chr18
RP11-383D22.1	-	54539898	54541201	chr18
U3	+	54624500	54624699	chr18
WDR7-OT1	+	54695062	54706076	chr18
LINC-ROR	-	54721812	54739350	chr18
CTD-2526M8.3	-	54803552	54814229	chr18
BOD1L2	+	54814292	54817531	chr18
CTD-2526M8.2	-	54836845	54838425	chr18
RNU6-737P	-	54951832	54951939	chr18
ST8SIA3	+	55018043	55038962	chr18
ONECUT2	+	55102916	55158529	chr18
AC090340.1	+	55103052	55103112	chr18
FECH	-	55215514	55254004	chr18
NARS	-	55267887	55289445	chr18
RP11-35G9.3	+	55297533	55405276	chr18
RP11-35G9.5	+	55306686	55405276	chr18
ATP8B1	-	55313657	55470333	chr18
RNU6-742P	+	55422625	55422732	chr18
RSL24D1P11	+	55505707	55506198	chr18
RP11-693L9.2	-	55628462	55631666	chr18
AC090324.1	-	55684015	55684116	chr18
HMGN1P30	-	55686020	55686293	chr18
NEDD4L	+	55711598	56068772	chr18
RP11-718I15.1	-	55857065	55862928	chr18
RP11-845C23.2	+	56038797	56039898	chr18
RP11-845C23.3	-	56065894	56067314	chr18
RP11-1151B14.2	+	56083996	56084860	chr18
RP11-1151B14.3	+	56113506	56116856	chr18
MIR122	+	56118305	56118390	chr18
AC105105.1	-	56133494	56133559	chr18
ALPK2	-	56148478	56296189	chr18
RP11-1151B14.4	+	56202646	56205784	chr18
RP11-126O1.2	+	56224301	56233909	chr18
SNORD28	+	56267862	56267930	chr18
RPL9P31	+	56298490	56299352	chr18
RP11-126O1.5	-	56337711	56339109	chr18
MALT1	+	56338617	56417371	chr18
RP11-126O1.4	-	56339844	56419962	chr18
MRPL37P1	+	56357587	56359385	chr18
RP11-108P20.1	+	56419379	56421709	chr18
RP11-108P20.3	-	56419410	56421130	chr18
RP11-108P20.2	-	56422090	56425074	chr18
RN7SL112P	+	56470252	56470561	chr18
RNU6-219P	+	56472499	56472606	chr18
RP11-108P20.4	+	56481111	56501596	chr18
U8	-	56486114	56486248	chr18
ZNF532	+	56529831	56653712	chr18
RNU2-69P	-	56593428	56593528	chr18
OACYLP	+	56663965	56736570	chr18
RP11-685A21.1	+	56749155	56752213	chr18
SEC11C	+	56806708	56826068	chr18
GRP	+	56887399	56898006	chr18
RAX	-	56934266	56941318	chr18
CPLX4	-	56942387	56985881	chr18
LMAN1	-	56995054	57027194	chr18
RP11-27G24.1	+	57027931	57053981	chr18
CCBE1	-	57098171	57364612	chr18
RP11-27G24.3	+	57126303	57132914	chr18
RP11-760L24.1	+	57230940	57235847	chr18
RP11-2N1.1	+	57353051	57355632	chr18
RP11-2N1.2	+	57363690	57364644	chr18
AC098847.1	+	57416908	57416989	chr18
RPS26P54	+	57428789	57429137	chr18
GLUD1P4	+	57445803	57446221	chr18
RP11-824M15.3	+	57488271	57492493	chr18
PMAIP1	+	57567179	57571538	chr18
RP11-866E20.1	+	57596457	57597562	chr18
NFE2L3P1	+	57636669	57638628	chr18
RN7SL342P	+	57640145	57640437	chr18
SDCCAG3P1	-	57677223	57678375	chr18
RP11-866E20.3	+	57677512	57681490	chr18
FAM60CP	-	57684009	57684673	chr18
RNU6-567P	+	57685856	57685963	chr18
RP11-795H16.3	+	57792264	57828428	chr18
RPS3AP49	+	57816807	57817597	chr18
RNU4-17P	+	57830799	57830940	chr18
RP11-795H16.2	+	57863787	57865405	chr18
RP11-396N11.1	+	57961383	57968351	chr18
MC4R	-	58038563	58040001	chr18
RP11-325K19.3	-	58163100	58163569	chr18
MRPS5P4	+	58187073	58187398	chr18
RP11-325K19.6	-	58192848	58193389	chr18
AC010928.1	+	58222375	58222457	chr18
RP11-325K19.2	+	58279005	58321856	chr18
RP11-325K19.1	-	58297399	58569959	chr18
CTBP2P3	+	58330347	58331602	chr18
RP11-622J9.1	-	58461840	58462149	chr18
CDH20	+	59000814	59223006	chr18
RNU6-116P	+	59058827	59058936	chr18
RPL30P14	-	59072090	59072438	chr18
RP11-879F14.3	-	59238574	59246689	chr18
RP11-879F14.2	-	59252978	59274149	chr18
RP11-879F14.1	-	59259607	59416065	chr18
RP11-1096D5.2	+	59348885	59349928	chr18
RP11-1096D5.1	+	59415408	59421928	chr18
RNF152	-	59475295	59561480	chr18
RPIAP1	-	59624505	59625247	chr18
PIGN	-	59710799	59854351	chr18
KIAA1468	+	59854490	59974355	chr18
RP11-173A16.2	+	59913042	59914645	chr18
RP11-173A16.1	-	59967268	59968231	chr18
TNFRSF11A	+	59992519	60058516	chr18
Y_RNA	+	59998044	59998146	chr18
RP11-640A1.3	-	60040126	60045363	chr18
RPL17P44	+	60082910	60083460	chr18
RP11-640A1.4	+	60085550	60085809	chr18
ACTBP9	+	60109260	60110359	chr18
ZCCHC2	+	60190239	60254942	chr18
RN7SL705P	-	60317542	60317834	chr18
PHLPP1	+	60382671	60647666	chr18
RNU6-142P	-	60398458	60398565	chr18
AC015989.1	+	60491422	60492724	chr18
AC015989.2	-	60505639	60505948	chr18
BCL2	-	60790578	60987361	chr18
RP11-299P2.1	-	60818346	60818553	chr18
snoU13	-	60861821	60861898	chr18
RP11-28F1.2	-	60981034	60981315	chr18
KDSR	-	60994958	61034743	chr18
RP11-635N19.1	+	61034560	61048862	chr18
VPS4B	-	61056422	61089716	chr18
RP11-635N19.2	-	61082549	61083702	chr18
SERPINB5	+	61143993	61172318	chr18
RP11-635N19.3	+	61152833	61153251	chr18
ATP5G1P6	+	61164221	61164633	chr18
SERPINB12	+	61223392	61234244	chr18
SERPINB13	+	61254222	61271873	chr18
SERPINB4	-	61304492	61311532	chr18
SERPINB11	+	61314812	61391127	chr18
SERPINB3	-	61322430	61329197	chr18
SERPINB7	+	61420168	61472604	chr18
SERPINB2	+	61538925	61571124	chr18
SERPINB10	+	61564407	61603345	chr18
AC009802.1	-	61602041	61609601	chr18
HMSD	+	61616534	61649008	chr18
SERPINB8	+	61637158	61672278	chr18
RPL12P39	+	61739391	61739887	chr18
LINC00305	-	61747242	61816264	chr18
RP11-146N18.1	+	61771324	62090836	chr18
AC100848.1	+	61814442	61826533	chr18
RP11-909B2.1	-	61880316	61927290	chr18
RNU7-146P	-	62216689	62216742	chr18
AC007948.1	-	62773108	62792946	chr18
AC007631.1	+	62853394	62854254	chr18
RP11-453M23.1	+	63091248	63114748	chr18
RP11-775G23.1	+	63273325	63319289	chr18
CDH7	+	63417487	63548638	chr18
RP11-389J22.1	+	63532497	63533633	chr18
RP11-389J22.3	-	63585017	63588178	chr18
PRPF19P1	-	63735985	63736883	chr18
CDH19	-	64168319	64271375	chr18
AC091643.1	-	64320645	64320738	chr18
RNU6-1037P	+	64613352	64613459	chr18
AC113195.1	+	64710603	64710681	chr18
MIR5011	+	64748820	64748923	chr18
RPL31P9	-	64804847	64804988	chr18
AC091042.1	+	64963518	64963619	chr18
RP11-563H6.1	+	65042369	65042542	chr18
CTD-2541J13.1	-	65149027	65152203	chr18
DSEL	-	65173818	65184217	chr18
CTD-2541J13.2	+	65173825	65181267	chr18
RP11-638L3.1	+	65183782	65566856	chr18
RP11-29O13.1	-	65269928	65270259	chr18
RP11-28O3.2	-	65339457	65343315	chr18
RP11-28O3.1	-	65375165	65375483	chr18
RP11-638L3.4	-	65455504	65458272	chr18
RP11-638L3.3	-	65475741	65482059	chr18
RP11-638L3.2	-	65497907	65499204	chr18
